Date,Site,Barn,Avg_Temperature_F,Avg_Humidity_pct,Water_Usage_Gallons,Power_Usage_kWh,Ventilation_Level_pct,Notes
9/13/2025,Nursery North,N1,49.3,62.1,2115,374,47,Synthetic environmental + utility data for planning and analytics
9/14/2025,Nursery North,N1,51.9,63.8,2410,361.4,61.2,Synthetic environmental + utility data for planning and analytics
9/15/2025,Nursery North,N1,50,65.3,2531,383.1,41.6,Synthetic environmental + utility data for planning and analytics
9/16/2025,Nursery North,N1,47.3,56.9,2200,340.4,46.1,Synthetic environmental + utility data for planning and analytics
9/17/2025,Nursery North,N1,51.2,70.6,2407,373.1,45.3,Synthetic environmental + utility data for planning and analytics
9/18/2025,Nursery North,N1,47.9,58.6,2560,361.3,42.4,Synthetic environmental + utility data for planning and analytics
9/19/2025,Nursery North,N1,46.8,73.1,2112,407.7,42.5,Synthetic environmental + utility data for planning and analytics
9/20/2025,Nursery North,N1,49.6,73.2,2281,378.3,36.7,Synthetic environmental + utility data for planning and analytics
9/21/2025,Nursery North,N1,52.8,66.2,2561,332.9,60,Synthetic environmental + utility data for planning and analytics
9/22/2025,Nursery North,N1,47.7,72,2005,389.3,80.1,Synthetic environmental + utility data for planning and analytics
9/23/2025,Nursery North,N1,48.9,74.4,2467,373.2,53.3,Synthetic environmental + utility data for planning and analytics
9/24/2025,Nursery North,N1,51,65.9,1945,404.5,46.6,Synthetic environmental + utility data for planning and analytics
9/25/2025,Nursery North,N1,50.6,71.5,2480,357.3,48.7,Synthetic environmental + utility data for planning and analytics
9/26/2025,Nursery North,N1,52.7,69.3,2063,398.3,46.6,Synthetic environmental + utility data for planning and analytics
9/27/2025,Nursery North,N1,45.6,68.6,1940,396.2,38.4,Synthetic environmental + utility data for planning and analytics
9/28/2025,Nursery North,N1,50.9,69.1,2315,406.3,43.9,Synthetic environmental + utility data for planning and analytics
9/29/2025,Nursery North,N1,45,67.8,2455,363.1,74.8,Synthetic environmental + utility data for planning and analytics
9/30/2025,Nursery North,N1,51.6,58.5,2553,382,73.7,Synthetic environmental + utility data for planning and analytics
10/1/2025,Nursery North,N1,49.9,73.5,1869,394.3,74.1,Synthetic environmental + utility data for planning and analytics
10/2/2025,Nursery North,N1,45.3,61.8,2037,376.2,72.2,Synthetic environmental + utility data for planning and analytics
10/3/2025,Nursery North,N1,52.5,57.5,2484,378,82.7,Synthetic environmental + utility data for planning and analytics
10/4/2025,Nursery North,N1,47.3,68.7,2407,407.1,54.6,Synthetic environmental + utility data for planning and analytics
10/5/2025,Nursery North,N1,53,72.1,1822,381.7,41.5,Synthetic environmental + utility data for planning and analytics
10/6/2025,Nursery North,N1,49.7,68.4,1862,376.3,79,Synthetic environmental + utility data for planning and analytics
10/7/2025,Nursery North,N1,48,59.9,2588,382.2,42.2,Synthetic environmental + utility data for planning and analytics
10/8/2025,Nursery North,N1,50.8,65.6,2507,349.3,75,Synthetic environmental + utility data for planning and analytics
10/9/2025,Nursery North,N1,48.4,63.2,1862,337.6,55.1,Synthetic environmental + utility data for planning and analytics
10/10/2025,Nursery North,N1,48.9,73,1839,399.4,55,Synthetic environmental + utility data for planning and analytics
10/11/2025,Nursery North,N1,45.8,73.4,2480,400.8,84.8,Synthetic environmental + utility data for planning and analytics
10/12/2025,Nursery North,N1,52.2,66.9,2146,376.2,55.7,Synthetic environmental + utility data for planning and analytics
10/13/2025,Nursery North,N1,52.6,68.7,2016,329.5,60.1,Synthetic environmental + utility data for planning and analytics
10/14/2025,Nursery North,N1,47.5,70.9,2425,397.1,58.7,Synthetic environmental + utility data for planning and analytics
10/15/2025,Nursery North,N1,53.2,58.3,2356,384.3,78.2,Synthetic environmental + utility data for planning and analytics
10/16/2025,Nursery North,N1,46.2,64.9,2113,357.1,39.5,Synthetic environmental + utility data for planning and analytics
10/17/2025,Nursery North,N1,46.6,58,2479,338.9,39.8,Synthetic environmental + utility data for planning and analytics
10/18/2025,Nursery North,N1,48.7,62.3,2525,391.6,83.5,Synthetic environmental + utility data for planning and analytics
10/19/2025,Nursery North,N1,49.2,56,2256,360.7,59.2,Synthetic environmental + utility data for planning and analytics
10/20/2025,Nursery North,N1,49.9,73.8,2049,342.4,59.5,Synthetic environmental + utility data for planning and analytics
10/21/2025,Nursery North,N1,52.4,70.7,2378,363.9,44.5,Synthetic environmental + utility data for planning and analytics
10/22/2025,Nursery North,N1,53.3,67.1,2304,381,58.2,Synthetic environmental + utility data for planning and analytics
10/23/2025,Nursery North,N1,50,68.5,2513,415.3,44.7,Synthetic environmental + utility data for planning and analytics
10/24/2025,Nursery North,N1,48,58,2222,368,66.8,Synthetic environmental + utility data for planning and analytics
10/25/2025,Nursery North,N1,51.7,62.7,2085,378.9,65.2,Synthetic environmental + utility data for planning and analytics
10/26/2025,Nursery North,N1,50.7,64.9,2342,412.5,64.9,Synthetic environmental + utility data for planning and analytics
10/27/2025,Nursery North,N1,48.7,58.9,2066,327.9,73.9,Synthetic environmental + utility data for planning and analytics
10/28/2025,Nursery North,N1,52.7,69.7,2334,342.2,80.4,Synthetic environmental + utility data for planning and analytics
10/29/2025,Nursery North,N1,50.1,65.7,2517,366.2,55.6,Synthetic environmental + utility data for planning and analytics
10/30/2025,Nursery North,N1,48.8,59,2336,400.5,61.7,Synthetic environmental + utility data for planning and analytics
10/31/2025,Nursery North,N1,49,62.7,2431,396.9,70.4,Synthetic environmental + utility data for planning and analytics
11/1/2025,Nursery North,N1,53,56.5,2575,324.6,36.5,Synthetic environmental + utility data for planning and analytics
11/2/2025,Nursery North,N1,52.1,59,2178,380.4,54.6,Synthetic environmental + utility data for planning and analytics
11/3/2025,Nursery North,N1,55.6,72.1,1974,325.1,48.6,Synthetic environmental + utility data for planning and analytics
11/4/2025,Nursery North,N1,52.4,63.2,1931,393.3,76.2,Synthetic environmental + utility data for planning and analytics
11/5/2025,Nursery North,N1,50.3,63.3,2028,338.1,37.1,Synthetic environmental + utility data for planning and analytics
11/6/2025,Nursery North,N1,56.6,61,1832,386.7,38.2,Synthetic environmental + utility data for planning and analytics
11/7/2025,Nursery North,N1,55.8,61.5,2078,403,81.6,Synthetic environmental + utility data for planning and analytics
11/8/2025,Nursery North,N1,50.2,64.2,1866,345.3,54.9,Synthetic environmental + utility data for planning and analytics
11/9/2025,Nursery North,N1,53.3,55.3,2117,411.1,73.6,Synthetic environmental + utility data for planning and analytics
11/10/2025,Nursery North,N1,54.7,66.2,2311,355.2,54.5,Synthetic environmental + utility data for planning and analytics
11/11/2025,Nursery North,N1,54.1,72.4,2039,342.7,84.7,Synthetic environmental + utility data for planning and analytics
11/12/2025,Nursery North,N1,54.4,70.5,2240,383.9,77.8,Synthetic environmental + utility data for planning and analytics
11/13/2025,Nursery North,N1,51.1,58.2,2237,346.4,58.8,Synthetic environmental + utility data for planning and analytics
11/14/2025,Nursery North,N1,54.6,60.8,2121,392.8,81.3,Synthetic environmental + utility data for planning and analytics
11/15/2025,Nursery North,N1,53.4,59.5,2055,328.1,72.6,Synthetic environmental + utility data for planning and analytics
11/16/2025,Nursery North,N1,53.7,66.4,2266,329,65.4,Synthetic environmental + utility data for planning and analytics
11/17/2025,Nursery North,N1,57,59.2,2021,370.9,59.6,Synthetic environmental + utility data for planning and analytics
11/18/2025,Nursery North,N1,54.1,60.8,2097,377.7,73.2,Synthetic environmental + utility data for planning and analytics
11/19/2025,Nursery North,N1,59.6,68.2,2004,417,67,Synthetic environmental + utility data for planning and analytics
11/20/2025,Nursery North,N1,52.4,57.5,2422,367.4,45.8,Synthetic environmental + utility data for planning and analytics
11/21/2025,Nursery North,N1,58.8,66.3,2361,338.1,77.8,Synthetic environmental + utility data for planning and analytics
11/22/2025,Nursery North,N1,56.2,57.5,2111,389.2,40.7,Synthetic environmental + utility data for planning and analytics
11/23/2025,Nursery North,N1,59.3,71.9,2289,403.1,61.9,Synthetic environmental + utility data for planning and analytics
11/24/2025,Nursery North,N1,57.9,57,1803,390.5,66.6,Synthetic environmental + utility data for planning and analytics
11/25/2025,Nursery North,N1,57.4,72.1,2184,382.7,77.7,Synthetic environmental + utility data for planning and analytics
11/26/2025,Nursery North,N1,56.2,65.9,1828,419.2,76.9,Synthetic environmental + utility data for planning and analytics
11/27/2025,Nursery North,N1,58,68.8,2385,331,51.6,Synthetic environmental + utility data for planning and analytics
11/28/2025,Nursery North,N1,59.3,67,1950,398.5,60,Synthetic environmental + utility data for planning and analytics
11/29/2025,Nursery North,N1,62.3,63.6,1864,392.5,66.4,Synthetic environmental + utility data for planning and analytics
11/30/2025,Nursery North,N1,62.1,57.8,2222,363.5,37.3,Synthetic environmental + utility data for planning and analytics
12/1/2025,Nursery North,N1,57.9,69.4,2142,339.7,80.3,Synthetic environmental + utility data for planning and analytics
12/2/2025,Nursery North,N1,61.9,57.3,2283,399.6,78.5,Synthetic environmental + utility data for planning and analytics
12/3/2025,Nursery North,N1,62.7,66.7,2238,389.6,77.5,Synthetic environmental + utility data for planning and analytics
12/4/2025,Nursery North,N1,58.2,69.7,2241,362.6,54.8,Synthetic environmental + utility data for planning and analytics
12/5/2025,Nursery North,N1,57.4,70.8,2542,413.7,39.6,Synthetic environmental + utility data for planning and analytics
12/6/2025,Nursery North,N1,59.6,69.4,1993,393.4,66.9,Synthetic environmental + utility data for planning and analytics
12/7/2025,Nursery North,N1,60.3,71.5,2144,356,49.5,Synthetic environmental + utility data for planning and analytics
12/8/2025,Nursery North,N1,57.7,59.1,2467,411.3,76.9,Synthetic environmental + utility data for planning and analytics
12/9/2025,Nursery North,N1,61.3,62.5,2246,419.4,53.2,Synthetic environmental + utility data for planning and analytics
12/10/2025,Nursery North,N1,59.5,73.5,2574,379.6,67.7,Synthetic environmental + utility data for planning and analytics
12/11/2025,Nursery North,N1,62.8,55.6,2220,326.8,49.3,Synthetic environmental + utility data for planning and analytics
12/12/2025,Nursery North,N1,65.5,72.9,2269,334.5,38.8,Synthetic environmental + utility data for planning and analytics
12/13/2025,Nursery North,N1,63.1,68.9,2390,335.4,62.8,Synthetic environmental + utility data for planning and analytics
12/14/2025,Nursery North,N1,60.1,58.9,2360,357.4,49.8,Synthetic environmental + utility data for planning and analytics
12/15/2025,Nursery North,N1,60.7,71,1845,409.1,57.1,Synthetic environmental + utility data for planning and analytics
12/16/2025,Nursery North,N1,60.6,73,1852,329.4,45,Synthetic environmental + utility data for planning and analytics
12/17/2025,Nursery North,N1,67.3,66.4,2397,352.4,58.3,Synthetic environmental + utility data for planning and analytics
12/18/2025,Nursery North,N1,65.9,66.7,2457,326,85,Synthetic environmental + utility data for planning and analytics
12/19/2025,Nursery North,N1,62.2,67.5,2574,326.7,53.9,Synthetic environmental + utility data for planning and analytics
12/20/2025,Nursery North,N1,61.8,60.7,2095,343.7,50.5,Synthetic environmental + utility data for planning and analytics
12/21/2025,Nursery North,N1,67.2,62.4,2262,409.9,44.8,Synthetic environmental + utility data for planning and analytics
12/22/2025,Nursery North,N1,66.5,72.7,2095,346.2,84.5,Synthetic environmental + utility data for planning and analytics
12/23/2025,Nursery North,N1,64.5,58.4,1962,364.6,81.4,Synthetic environmental + utility data for planning and analytics
12/24/2025,Nursery North,N1,62.9,62.2,1934,361.2,55.7,Synthetic environmental + utility data for planning and analytics
12/25/2025,Nursery North,N1,68.5,60.1,2481,383.2,84.2,Synthetic environmental + utility data for planning and analytics
12/26/2025,Nursery North,N1,69.7,63.6,1947,397.7,48.7,Synthetic environmental + utility data for planning and analytics
12/27/2025,Nursery North,N1,65.2,70.8,2583,391.6,80.8,Synthetic environmental + utility data for planning and analytics
12/28/2025,Nursery North,N1,65.1,72.4,2356,367.4,51.2,Synthetic environmental + utility data for planning and analytics
12/29/2025,Nursery North,N1,70.7,74.7,2294,407.2,46.2,Synthetic environmental + utility data for planning and analytics
12/30/2025,Nursery North,N1,70.9,58.2,2439,352.4,45.2,Synthetic environmental + utility data for planning and analytics
12/31/2025,Nursery North,N1,71,58.3,2073,327.9,53.5,Synthetic environmental + utility data for planning and analytics
1/1/2025,Nursery North,N2,68,58.5,2446,405.7,50.1,Synthetic environmental + utility data for planning and analytics
1/2/2025,Nursery North,N2,69,68.9,2171,407,51.7,Synthetic environmental + utility data for planning and analytics
1/3/2025,Nursery North,N2,67.6,72.9,2558,346.8,47.9,Synthetic environmental + utility data for planning and analytics
1/4/2025,Nursery North,N2,73.4,74.7,2259,384.8,61.7,Synthetic environmental + utility data for planning and analytics
1/5/2025,Nursery North,N2,71.9,61.4,2007,418.7,52.2,Synthetic environmental + utility data for planning and analytics
1/6/2025,Nursery North,N2,74.8,55.8,2217,405.5,78.6,Synthetic environmental + utility data for planning and analytics
1/7/2025,Nursery North,N2,73.6,72.6,2119,379.6,84.9,Synthetic environmental + utility data for planning and analytics
1/8/2025,Nursery North,N2,67.9,68.9,2057,357.6,77.5,Synthetic environmental + utility data for planning and analytics
1/9/2025,Nursery North,N2,68.3,62.9,2569,367,59.9,Synthetic environmental + utility data for planning and analytics
1/10/2025,Nursery North,N2,70.1,61.7,2579,350.2,63.3,Synthetic environmental + utility data for planning and analytics
1/11/2025,Nursery North,N2,70.6,60.5,2476,347.9,76.3,Synthetic environmental + utility data for planning and analytics
1/12/2025,Nursery North,N2,69.6,62.3,2052,343.4,76.7,Synthetic environmental + utility data for planning and analytics
